HTTP/1.1 200 OK
Server: Experimental Ithakicopter Java Server Version 0.4
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.71 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.71 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.71 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.66 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.66 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.66 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.69 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.69 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.69 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.69 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.65 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.65 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.65 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.67 TELEMETRY 
ITHAKICOPTER LMOTOR=150 RMOTOR=150 ALTITUDE=069 TEMPERATURE=+25.67 PRESSURE=1004.62 TELEMETRY 
