HTTP/1.1 200 OK
Server: Experimental Ithakicopter Java Server Version 0.4
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.25 PRESSURE=1002.54 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.26 PRESSURE=1002.55 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.26 PRESSURE=1002.55 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.26 PRESSURE=1002.55 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.26 PRESSURE=1002.58 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.26 PRESSURE=1002.58 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=295 TEMPERATURE=+27.26 PRESSURE=1002.58 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.26 PRESSURE=1002.49 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.26 PRESSURE=1002.49 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.26 PRESSURE=1002.49 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.26 PRESSURE=1002.49 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.48 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.48 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.48 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.50 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.50 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.50 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.27 PRESSURE=1002.50 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.28 PRESSURE=1002.56 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.28 PRESSURE=1002.56 TELEMETRY 
ITHAKICOPTER LMOTOR=200 RMOTOR=200 ALTITUDE=294 TEMPERATURE=+27.28 PRESSURE=1002.56 TELEMETRY 
